#{"t_start": 1701214375.3774838, "env_id": "None"}
r,l,t
-4296.68,100,548.115758
-4610.8,100,548.326512
-4503.88,100,548.534847
-714.26,27,548.588966
-2024.42,48,548.696722
-5495.88,100,548.892618
-5785.82,100,549.100902
-5595.04,100,549.310881
-1448.04,32,549.3802
-5099.43,100,549.594959
-666.66,17,549.627362
-4301.41,100,549.840456
-4605.67,100,550.041664
-5195.9,100,550.302108
-1925.85,50,550.432673
-3111.75,66,550.616084
-5288.47,100,550.853993
-3817.61,67,551.019195
-1542.36,32,551.099406
-5112.81,100,551.360923
-4899.18,100,551.641995
-6006.08,100,551.921936
-4606.15,100,552.143176
-5796.36,100,552.368382
-4459.48,96,552.586313
-2414.88,46,552.673486
-4997.21,100,552.897101
-5101.35,100,553.104548
-3406.66,100,553.352581
-1604.71,46,553.467487
-1045.9,33,553.547633
-1116.78,27,553.61117
-6296.32,100,553.840747
-5701.56,100,554.061129
-1758.55,35,554.140512
54.48,12,554.171199
-716.04,26,554.236559
-5504.78,100,554.46461
-4942.94,91,554.677539
-1439.22,31,554.750459
-4693.63,100,555.00017
-5001.03,100,555.310868
-5199.27,100,555.604644
-2119.62,47,555.802365
-4479.51,100,556.076072
-2313.13,45,556.21003
-4882.43,100,556.487453
-349.48,14,556.527328
-5088.18,100,556.83378
-5296.7,100,557.085034
-2062.05,57,557.228013
-4093.05,100,557.454672
-4702.77,100,557.664593
-4603.43,100,557.879306
-4289.0,100,558.146878
-4998.02,100,558.392817
298.97,3,558.405344
-355.59,15,558.441622
-3005.91,66,558.619016
-2362.24,56,558.755317
-4266.18,97,559.03504
-5597.3,100,559.310105
-5601.14,100,559.58653
-3937.53,90,559.811672
-5695.1,100,560.076112
-5704.95,100,560.360398
-3896.95,100,560.618301
-5195.97,100,560.865369
-5096.56,100,561.113658
-1164.5,37,561.199847
-1258.69,36,561.293429
-4098.6,100,561.531195
-4801.8,100,561.764828
-4701.53,100,561.995529
-2728.34,69,562.180681
504.97,2,562.182999
-4395.85,100,562.456493
-4508.03,100,562.687609
-1033.07,30,562.75613
-3181.37,60,562.885854
-5900.23,100,563.117901
-4242.27,71,563.270927
-4306.72,100,563.511889
-382.48,20,563.556042
-3693.23,100,563.771411
-1400.96,44,563.869285
-2795.09,62,564.029859
-3045.35,73,564.184641
-5990.19,100,564.40941
-5500.61,100,564.62699
-3633.87,70,564.790702
-4735.32,89,564.97199
-3803.0,100,565.207181
-880.9,20,565.252437
-577.98,18,565.290113
-2773.59,80,565.470184
-2555.04,54,565.590368
-4492.21,100,565.798496
-5003.28,100,566.007962
-5102.45,100,566.238045
-4491.19,100,566.455832
-5792.96,100,566.668727
-291.8,22,566.709028
-902.47,23,566.762695
-914.8,26,566.822724
-933.25,30,566.882254
-5499.63,100,567.096775
-5395.38,100,567.301385
-4712.62,100,567.515291
-1026.37,28,567.57261
-4098.61,100,567.779232
-4289.46,100,567.999328
-3902.52,100,568.209152
-3256.3,76,568.358571
-3901.46,100,568.57772
-4060.11,96,568.79413
-3841.04,72,568.948352
-5303.21,100,569.191658
66.56,11,569.218058
-785.21,21,569.256969
-3996.58,100,569.473158
-5204.31,100,569.69866
-4101.78,100,569.908072
-1117.31,27,569.964349
-1462.27,37,570.060744
-2877.41,59,570.184022
-4801.18,100,570.394595
-501.33,24,570.450595
-5496.25,100,570.662388
-1600.11,43,570.773918
505.99,1,570.776374
-4099.57,100,571.034467
-458.45,15,571.071189
-5199.71,100,571.30498
-3696.3,100,571.611224
-2147.8,54,571.770278
-5004.1,100,572.05357
-4486.83,100,572.301169
-1765.2,37,572.396652
-1754.25,35,572.484157
-1440.6,32,572.554607
400.98,2,572.562607
-4995.66,100,572.786479
-4196.17,100,573.024709
-1649.19,55,573.159108
-3284.03,61,573.300573
-4997.42,100,573.52891
-5197.13,100,573.784074
505.99,1,573.784579
-1450.56,35,573.867697
-4289.94,100,574.092409
-5310.11,100,574.354909
-1374.35,39,574.462508
-4805.27,100,574.789288
-4391.42,100,575.107378
-3893.35,100,575.414705
-4301.05,100,575.720227
-4703.79,100,576.146705
-341.14,11,576.185042
-4904.8,100,576.438142
-4100.0,100,576.68287
-4303.6,100,576.94373
-4100.26,100,577.201112
-4401.31,100,577.445277
-4898.76,100,577.719854
-5000.88,100,577.990559
-3797.93,100,578.209713
-3892.96,100,578.499037
-5502.11,100,578.83938
-4009.24,100,579.115073
-2710.6,66,579.333019
-5503.06,100,579.66553
70.74,8,579.690801
-5495.75,100,579.97733
160.39,12,580.013954
-5696.23,100,580.235858
-4294.19,100,580.502744
-1553.18,34,580.591169
497.94,3,580.601691
-4495.49,100,580.873849
-5404.59,100,581.125783
-4976.39,100,581.368629
-5800.56,100,581.641837
-674.98,18,581.691535
-396.79,22,581.760563
-6693.31,100,582.003441
-4790.35,100,582.284356
-801.89,24,582.356665
-5599.95,100,582.632311
-3804.92,100,582.989299
-4205.78,100,583.19208
-3998.56,100,583.400256
-2852.52,53,583.501384
-769.59,17,583.536264
-4494.85,100,583.774617
-22.11,7,583.790006
-2732.95,50,583.903781
-2659.22,55,584.014666
-4188.5,100,584.266148
-919.87,27,584.339059
-4595.84,100,584.548485
-4999.42,100,584.747015
-5703.48,100,584.94468
-4397.35,100,585.148098
-5697.34,100,585.384295
-4702.29,100,585.592104
-4104.25,100,585.802555
-472.87,17,585.841866
-3996.59,100,586.05202
388.86,5,586.067035
-3472.26,79,586.233096
-2492.86,64,586.36858
-4904.96,100,586.567048
-1888.82,46,586.666164
-5008.73,100,586.887109
-4850.94,93,587.094999
280.86,6,587.120454
-4598.79,100,587.436269
-2530.7,50,587.579927
-4493.41,100,587.824557
-3700.64,100,588.105591
-4495.83,100,588.365428
-5097.6,100,588.577491
-4504.51,100,588.901552
-2183.07,40,589.02375
-4696.94,100,589.263607
-4105.83,100,589.488104
-5003.62,100,589.704657
48.38,13,589.735356
-5603.68,100,589.945108
-157.58,14,589.977974
-2180.42,39,590.06301
-1231.46,30,590.123628
-5490.52,100,590.327638
-145.32,12,590.350964
-5123.4,89,590.54236
-6495.57,100,590.812608
-2486.13,61,591.007581
-4449.93,92,591.31278
-1110.91,26,591.385957
-5327.64,88,591.579339
501.97,2,591.587656
-1091.04,42,591.686237
-2635.79,50,591.815223
-4202.58,100,592.103212
-3897.25,100,592.429655
-5602.11,100,592.720743
-3401.72,64,593.020802
-5596.2,100,593.232042
-3598.51,100,593.548664
-1812.43,47,593.722139
-2989.59,62,593.895422
-3802.34,100,594.187857
-4999.35,100,594.474981
-6392.76,100,594.751264
-4602.68,100,595.07008
-5700.74,100,595.349928
-1864.59,36,595.430702
-4392.92,100,595.628743
-3537.44,89,595.814163
-5397.71,100,596.076053
-2407.78,45,596.193181
-4286.02,100,596.522784
190.96,4,596.539924
-5801.68,100,596.812367
-4897.45,100,597.051487
-2163.3,57,597.216107
-5306.34,100,597.481719
-3225.33,69,597.658426
-4792.78,100,597.946211
-2533.88,52,598.097936
-4387.55,80,598.294169
-5205.61,100,598.553984
-5896.97,100,598.814179
-5498.46,100,599.073019
-4205.17,100,599.335372
361.41,11,599.365251
289.9,5,599.379454
-807.83,25,599.446802
-6101.59,100,599.692702
-5890.86,100,599.937468
-4605.67,100,600.173428
-5107.52,100,600.401345
-4299.46,100,600.60528
-683.76,19,600.644522
-4600.65,100,600.854218
17.58,20,600.899603
-5197.26,100,601.110297
-5802.12,100,601.330572
401.98,2,601.332079
-6203.52,100,601.543191
-4796.96,100,601.75904
-5216.91,100,602.023247
-4002.33,100,602.271303
-776.57,18,602.310469
-2760.04,57,602.428428
-4594.21,100,602.646286
-3502.57,64,602.778474
-4302.71,100,603.03458
284.86,6,603.058469
-4398.34,100,603.35521
-4108.26,100,603.634659
-3889.6,100,603.888404
-1134.73,30,603.950326
-6494.81,100,604.167231
-388.47,22,604.215484
-4295.02,100,604.432221
-3955.55,75,604.611363
-2031.07,29,604.781195
-6101.46,100,605.016369
-4399.57,100,605.239338
-5103.45,100,605.437063
-4497.91,100,605.648846
-4497.9,100,605.861506
-375.99,18,605.895308
-5607.45,100,606.098888
-1970.82,37,606.175987
-4801.41,100,606.388586
-5295.83,100,606.605263
-3895.55,100,606.825892
-4091.28,100,607.099221
-2681.68,60,607.2752
-1505.24,46,607.383456
-870.18,41,607.473916
-6193.46,100,607.716504
62.55,11,607.750357
-4998.21,100,608.001484
-4249.37,75,608.172425
-4104.12,100,608.459899
-1436.05,30,608.527753
-4491.22,100,608.74717
-4597.38,100,609.052328
383.84,6,609.077687
-1229.08,29,609.179978
-1283.56,41,609.351896
-2094.88,43,609.534651
-6001.01,100,609.865359
-2795.58,62,610.069683
-4602.3,100,610.399833
-3536.67,70,610.601322
-5103.95,100,610.912473
-348.38,12,610.951311
-2328.08,49,611.100802
-5105.2,100,611.509774
-5696.84,100,611.750434
-5799.14,100,611.989808
-321.46,28,612.059213
505.99,1,612.061213
-4002.84,100,612.327222
-1636.8,52,612.455345
-661.36,15,612.496355
-356.45,14,612.538159
-5011.71,100,612.787759
-4705.52,100,613.048355
-4601.03,100,613.302593
-6199.28,100,613.58618
-4406.07,100,613.851178
-4308.33,100,614.126186
-5001.0,100,614.389752
-4998.41,100,614.628079
-2724.36,49,614.742677
-4497.6,100,615.056686
-5096.53,100,615.361187
400.98,2,615.362186
-5097.68,100,615.623123
-1000.64,25,615.687416
-1611.07,46,615.825268
-4188.29,100,616.078971
-4699.35,100,616.308637
-4079.16,100,616.556464
-4697.31,100,616.836619
-5289.34,100,617.131021
-674.01,18,617.198425
-4802.22,100,617.505801
-5395.94,100,617.781548
-4701.07,100,618.258338
280.77,7,618.270596
-2609.33,100,618.562996
-4094.92,100,618.827591
-5001.05,100,619.079543
-3601.26,100,619.393536
-3799.74,100,619.662249
-4286.05,81,619.915537
-4491.75,100,620.246008
-5696.17,100,620.540642
-2795.9,100,620.825929
-3982.15,79,621.024458
-2679.9,61,621.187599
-3797.12,100,621.485484
-3674.64,81,621.703728
-5689.94,100,621.973788
-2382.59,62,622.125247
-4962.94,79,622.337013
-4903.96,100,622.6246
-4795.77,100,622.874551
-4898.26,100,623.175496
-6005.6,100,623.481618
-3041.81,72,623.66911
-5193.42,100,623.979341
-3696.26,100,624.421748
-920.97,27,624.502603
-3793.65,100,624.830863
-4098.57,100,625.101823
-30.23,9,625.124064
-4111.79,100,625.389284
-4888.93,98,625.713705
-2758.96,55,625.876969
-1209.95,25,625.957614
-4501.32,100,626.247136
-5300.83,100,626.518508
-4703.62,100,626.770048
175.72,8,626.791976
-4291.66,100,627.045993
-4231.07,89,627.247441
-2430.96,50,627.352663
-1121.47,29,627.422637
-2085.1,40,627.509913
383.8,6,627.52166
-3691.03,100,627.786831
-1577.4,38,627.870616
-5200.74,100,628.112258
-5403.77,100,628.342393
-2040.2,52,628.456398
-5199.58,100,628.763248
-5367.75,96,629.057165
506.99,1,629.058164
-4682.05,99,629.337745
-3829.19,69,629.537788
390.93,4,629.552303
-5289.12,100,629.882906
-3992.78,100,630.312325
-3401.35,100,630.555378
505.99,1,630.557377
-5104.91,100,630.773925
-1137.68,31,630.844685
-1221.27,48,630.951485
-3406.4,66,631.086869
-4210.93,100,631.320862
-4700.25,100,631.537297
-27.26,8,631.555021
-4705.48,100,631.814414
-5203.44,100,632.037596
-3494.69,100,632.277844
-2240.55,53,632.402676
-5302.34,100,632.6182
-4982.44,100,632.835774
-3532.07,69,632.96284
-2342.49,52,633.07274
-4995.09,100,633.274125
-4306.1,100,633.47993
-2360.83,57,633.603487
-4509.35,86,633.820943
-3994.54,100,634.038089
303.98,2,634.039091
-4302.99,100,634.285425
-1138.06,31,634.372211
-5393.05,100,634.627569
-4095.67,100,634.873954
-3107.46,89,635.054793
80.83,7,635.072477
-3990.93,100,635.283024
172.75,9,635.302042
-2223.9,48,635.42626
-3347.93,74,635.596656
-5699.74,100,635.823072
-4801.65,100,636.102087
-131.12,9,636.125673
-892.96,22,636.1786
-5598.69,100,636.420434
-2390.18,62,636.613087
-4401.68,100,636.859351
-1469.18,36,636.948684
-5589.86,100,637.212525
-4196.11,100,637.465819
-4324.92,69,637.634994
-1572.85,39,637.736259
-4688.99,100,637.98398
-3686.86,100,638.245459
-4103.8,100,638.488487
-5499.78,100,638.708359
48.12,14,638.740609
-4808.67,100,639.039571
395.95,3,639.053122
-157.88,16,639.113774
-2026.19,49,639.268734
-4996.14,100,639.532695
-4196.98,100,639.910001
-4284.68,100,640.208943
-5102.82,100,640.473696
-149.45,13,640.523039
-4798.01,100,640.799326
505.99,1,640.800764
-1647.95,54,640.932492
-4888.87,100,641.177474
-1404.87,46,641.293343
-574.99,18,641.331365
-4000.15,100,641.655804
-913.02,48,641.781401
-4599.61,100,642.036367
-3705.48,100,642.370215
-4596.36,100,642.701167
168.68,9,642.735872
-4583.38,81,642.967424
86.95,5,642.977643
-5692.52,100,643.227264
-4721.05,87,643.432725
-864.79,38,643.535993
291.94,4,643.549723
-3550.23,73,643.737933
-2840.93,72,643.923066
-4797.17,100,644.179025
-4591.26,100,644.43977
-55.76,14,644.476854
-371.13,17,644.523524
-4200.92,100,644.811084
-4435.68,90,645.070349
168.68,9,645.094215
-2215.91,47,645.201837
-3895.07,100,645.44662
273.75,8,645.46564
-265.84,16,645.507676
-3902.31,100,645.74016
-5273.35,98,645.954154
-4893.82,100,646.1775
180.81,7,646.211514
-3004.45,100,646.50399
-4492.7,100,646.719301
-4606.19,100,646.930834
-4905.76,100,647.144484
-5589.23,100,647.344499
-4303.66,100,647.578922
-3998.88,100,647.857476
-4890.13,100,648.113794
-5508.0,100,648.391351
-5278.35,97,648.677797
-4601.4,100,648.976775
-5391.46,100,649.257935
-4194.65,100,649.538197
-5101.26,100,649.821042
-837.59,33,649.92763
-5700.12,100,650.192385
-4994.7,100,650.44697
-4402.8,100,650.707842
-2937.14,51,650.849185
-2545.17,53,651.021039
-5103.88,100,651.339496
-723.61,28,651.416966
-5091.67,100,651.667372
497.94,3,651.669894
-1320.58,27,651.750181
-5209.79,100,651.968529
-4286.76,100,652.185126
510.99,1,652.187136
-4792.17,100,652.42236
165.52,10,652.451988
-4297.77,100,652.687534
-4843.7,93,652.943465
-1234.37,30,653.038135
-984.74,20,653.088556
-1835.89,51,653.216455
-5096.08,100,653.452877
-5000.09,100,653.693397
-5175.32,99,653.931103
-2665.86,56,654.067909
-3607.88,66,654.216508
-4499.88,100,654.448534
-982.1,40,654.540458
-5312.99,100,654.755979
-4306.01,100,655.003047
-2128.92,49,655.123907
-5405.51,100,655.353952
-4193.67,100,655.575777
-576.95,20,655.622871
-2377.18,59,655.783584
-2628.87,69,655.963084
-4300.1,100,656.220212
-3152.52,75,656.45902
-4599.74,100,656.73161
-5308.63,100,657.000549
-5094.29,100,657.290249
-5691.44,100,657.600208
-142.29,11,657.6249
-4995.28,100,657.886702
-5063.74,95,658.113048
-3519.7,67,658.274205
-3882.23,100,658.537372
-5503.53,100,658.861148
-4814.72,100,659.123631
-4597.57,100,659.405936
-4799.99,100,659.669993
506.99,1,659.670991
-1048.88,33,659.748194
-808.11,25,659.810882
-4997.89,100,660.146709
-4897.35,100,660.356163
-5105.92,100,660.557997
-5397.43,100,660.747733
-5702.02,100,660.964965
-4679.19,100,661.174091
-947.43,33,661.253527
-4448.4,73,661.415985
-3536.73,71,661.60169
-511.11,26,661.663714
-5002.24,100,661.909754
-3300.64,100,662.136156
-5402.46,100,662.357564
-5508.38,100,662.596688
-5087.51,100,662.858529
-4701.69,100,663.130365
-4798.35,100,663.378969
-2019.94,68,663.529265
-727.94,29,663.60238
-5301.53,100,663.819142
-4507.92,100,664.069587
-1093.25,22,664.123646
506.99,1,664.12466
-5698.61,100,664.380719
-5096.01,100,664.612334
280.79,7,664.632869
-4405.08,100,664.847862
-4800.36,100,665.067844
-4699.73,100,665.294249
-2893.53,62,665.440005
-3896.88,100,665.675839
-4990.62,100,665.951897
-4054.37,74,666.137878
-1844.05,32,666.204819
-3022.2,68,666.349648
-4483.85,100,666.57475
71.79,8,666.59437
-1512.9,47,666.695312
56.34,12,666.726531
-402.32,24,666.778169
-959.88,36,666.856615
-4355.28,74,667.024178
-5797.7,100,667.258421
-4520.14,88,667.475626
-4303.32,100,667.723632
-3888.64,100,667.971404
-5305.81,100,668.217977
-50.54,13,668.258243
-924.47,29,668.315878
-4680.93,100,668.526683
-4696.79,100,668.737934
-4400.11,100,668.954337
-4947.87,93,669.155644
-264.96,16,669.19012
-1326.2,30,669.26445
-6300.87,100,669.505017
-1247.21,34,669.589189
-4889.79,100,669.847152
-4997.98,100,670.088704
-1883.61,40,670.190809
63.63,10,670.218652
-4900.21,100,670.431944
-2227.7,69,670.608962
-5397.45,100,670.844437
-5604.14,100,671.15793
-1562.33,38,671.262827
-4798.09,100,671.553969
-6094.24,100,672.050151
-25.14,8,672.073159
-5403.36,100,672.364552
-489.34,21,672.430872
-4642.05,91,672.69543
-4670.17,98,672.9547
-1553.15,35,673.04526
-1725.42,50,673.18725
-240.3,11,673.223781
-2343.28,54,673.368903
-4712.27,85,673.648802
-4602.84,100,673.957625
-1147.23,33,674.049863
-4601.2,100,674.317086
-4887.43,100,674.601423
-1130.33,29,674.682922
-5457.06,95,674.928073
-3898.83,100,675.146983
-4413.86,100,675.369615
-5193.41,100,675.59366
-261.73,16,675.631574
-3297.74,82,675.812498
-5592.92,100,676.071347
401.98,2,676.085647
401.98,2,676.087653
-791.12,21,676.150714
-5302.2,100,676.39324
-801.71,24,676.448321
-1956.11,56,676.580684
-1565.63,37,676.668272
-4991.33,100,676.925157
-4308.25,100,677.162982
-4696.81,100,677.404044
-1360.83,36,677.480105
-3694.63,100,677.736983
-4501.93,100,677.961399
-5803.6,100,678.182883
-5603.58,100,678.395872
-1559.87,35,678.475478
-4704.37,100,678.720296
501.97,2,678.722427
-4887.0,100,678.990145
-4298.37,100,679.259338
-6192.74,100,679.484895
-5792.11,100,679.718069
-4208.24,100,679.964727
169.57,10,679.994508
-4210.48,100,680.213707
-4856.45,94,680.418093
495.9,4,680.432603
-5503.26,100,680.692127
-1340.67,31,680.784486
-1609.18,46,680.894521
-5902.9,100,681.122374
-5297.33,100,681.376774
-714.04,26,681.440263
-5210.37,100,681.714862
-144.44,12,681.746125
-5603.47,100,681.977049
-4335.08,90,682.183056
-5996.34,100,682.41771
-3794.55,100,682.639628
386.88,5,682.658643
-4799.07,100,682.878591
-4896.98,100,683.101944
503.97,2,683.104451
-3800.96,100,683.314383
-5397.68,100,683.529423
273.6,9,683.552257
-5906.33,100,683.762697
-5296.22,100,683.996967
-5498.79,100,684.230469
-4592.88,100,684.498034
-5288.71,100,684.744483
-5394.13,100,684.970946
-1661.66,36,685.046672
-266.83,16,685.082371
-4995.19,100,685.30102
-188.61,21,685.360094
-4394.54,100,685.626389
-4598.96,100,685.913261
-4784.48,100,686.194747
-379.03,19,686.241766
-3210.87,88,686.517998
-387.34,21,686.582912
-4501.55,100,686.896889
-812.78,26,686.985697
-4191.9,100,687.41231
-3930.51,91,687.673563
-3407.78,66,687.835045
-5003.55,100,688.145387
-4396.27,100,688.384345
-4092.34,100,688.643258
-5090.26,100,688.944518
391.93,4,688.955168
-4895.7,100,689.268226
-4399.38,100,689.535574
-5193.68,100,689.853096
-4299.99,100,690.161585
-3326.56,90,690.41645
-4205.82,100,690.698113
-140.49,12,690.740544
-665.56,16,690.783727
-4748.35,94,691.05139
-5291.12,100,691.276344
-4697.21,100,691.551314
-4391.22,100,691.803514
-144.5,12,691.839514
-268.75,17,691.890075
-5091.45,100,692.113369
-2235.66,71,692.297727
-1217.52,48,692.422536
-3010.11,86,692.654931
-5199.24,100,692.91162
-3096.1,83,693.1574
-5889.97,100,693.388803
-3698.54,100,693.650217
-4097.54,100,693.997681
-3636.14,92,694.217929
-684.97,20,694.25881
295.94,4,694.270266
-5404.08,100,694.511939
-4599.36,100,694.779386
-3896.83,100,695.050614
-4591.33,100,695.343441
-1445.03,33,695.428475
-356.57,14,695.462488
-1644.78,52,695.616944
-6008.48,100,695.900547
-4703.12,100,696.171528
-2105.57,44,696.287225
-6002.29,100,696.546386
-4409.38,87,696.779515
-495.01,23,696.841934
-902.66,24,696.904811
-1612.83,47,697.039064
-2675.56,59,697.16049
-2730.06,50,697.27301
-1718.1,48,697.393949
-4005.0,83,697.609235
-4395.6,100,697.831684
-4206.94,100,698.053589
-4205.84,100,698.312071
-4201.32,100,698.563375
-4612.83,100,698.815107
-3901.99,100,699.075391
-4804.02,100,699.334158
-839.87,33,699.411432
-5097.13,100,699.640742
-5992.61,100,699.857541
-3700.71,100,700.098928
-390.6,22,700.155462
-5301.04,100,700.414461
-4686.35,81,700.629165
-4010.67,100,700.905905
-4296.39,83,701.118199
293.93,4,701.129469
-797.6,24,701.199761
-4494.86,100,701.436785
-4501.03,100,701.777443
-719.62,27,701.837712
-6288.53,100,702.115654
278.69,8,702.13536
-4805.5,100,702.38822
-702.82,24,702.451867
-4500.5,100,702.695825
-4604.07,100,702.949841
-4266.83,78,703.198297
-5498.14,100,703.462791
501.97,2,703.463789
-3892.21,100,703.72933
-1718.73,47,703.86266
-5595.81,100,704.150001
-5000.32,100,704.398679
-5649.27,94,704.630551
-3783.29,100,704.86237
-5798.51,100,705.098544
-6295.17,100,705.341092
-4198.28,100,705.63633
-231.11,9,705.663686
-1269.61,39,705.761236
-4793.65,100,705.993847
-4904.94,100,706.24999
501.97,2,706.260994
-4506.56,100,706.524322
-4203.49,100,706.740529
-3097.78,64,706.864929
-632.26,30,706.928991
-3838.41,71,707.073297
502.97,2,707.081023
-6348.58,96,707.292287
-3044.59,74,707.460993
-1146.7,33,707.540611
505.99,1,707.548845
-987.77,20,707.592488
-4004.13,100,707.83028
-5804.92,100,708.064186
290.94,4,708.074148
-1263.92,36,708.15979
385.87,5,708.167299
-5093.35,100,708.388493
-4101.35,100,708.6149
-5097.61,100,708.835688
-4085.27,100,709.06557
-3697.55,100,709.360425
-3206.01,84,709.604107
-3801.06,100,709.916443
-5900.76,100,710.18417
-1911.59,68,710.373364
-687.1,21,710.424537
-4399.94,100,710.686054
-4162.51,94,710.91446
-5208.65,100,711.140036
-1218.61,27,711.197438
-4235.66,73,711.366202
385.8,6,711.38072
-1256.38,35,711.463451
-3797.26,84,711.689677
-592.66,22,711.756041
-5394.09,100,712.015683
-5897.35,100,712.308445
-4209.99,100,712.678836
505.97,2,712.68941
-5900.88,100,712.922852
-4502.32,100,713.182873
-342.21,11,713.205266
68.73,9,713.222312
-4693.25,100,713.466057
-5192.23,100,713.717041
-4396.45,100,713.991732
70.75,9,714.013478
-3290.97,100,714.287927
-2088.3,63,714.474029
-4798.91,100,714.73277
-375.15,18,714.764811
-4394.91,100,714.981013
-4998.07,100,715.231927
-35.44,11,715.260535
-4867.19,97,715.494072
-4154.72,74,715.686073
153.39,12,715.714425
395.96,3,715.725984
-4510.43,100,715.946217
-4195.28,100,716.16215
-1647.38,32,716.22658
-5194.61,100,716.44605
-5007.32,100,716.670595
288.88,5,716.678657
-4764.42,78,716.834991
-4801.29,100,717.053625
-4498.23,100,717.26531
-1465.28,36,717.338383
-5105.39,100,717.589759
-279.19,19,717.647681
-4908.94,100,717.904699
-5238.25,90,718.103906
-3827.21,70,718.252702
-3605.72,100,718.47802
-4595.08,100,718.692177
-4902.22,100,718.922535
-881.11,20,718.979721
-5300.2,100,719.248542
-52.65,14,719.282874
-2478.89,60,719.407866
-5297.89,100,719.624114
-5006.77,100,719.943463
-4300.62,100,720.211082
-3992.9,100,720.497681
-4893.46,100,720.768096
-5196.72,100,721.009778
-3271.19,79,721.197618
-2488.57,61,721.551895
-5896.09,100,721.793593
-4598.3,100,722.050818
-231.1,9,722.077558
-5394.43,100,722.344497
-5392.06,100,722.594508
-5104.5,100,722.839062
-4899.09,100,723.086454
73.8,8,723.102949
-5367.97,96,723.321689
-5605.89,100,723.534029
-360.63,15,723.564547
-5007.55,100,723.803329
-2015.24,47,723.948254
-4792.77,100,724.245456
-4391.54,100,724.515985
-1320.6,27,724.596459
-1237.54,30,724.705974
155.31,12,724.74523
508.99,1,724.747301
-4799.27,100,725.026211
-1600.92,43,725.143134
-4003.41,100,725.353872
-4495.55,100,725.564969
-2661.85,56,725.686701
-2339.06,54,725.805121
-4201.72,100,726.040877
-4608.74,100,726.276875
-5093.49,100,726.505849
-5497.78,100,726.768829
-2753.12,55,726.92777
-3896.11,100,727.203381
-4637.67,89,727.40354
-3411.45,66,727.560974
-4393.65,100,727.779405
-4797.99,100,727.995874
-4498.22,100,728.208447
-5798.58,100,728.427216
274.62,9,728.447036
172.72,8,728.463211
-4896.05,100,728.667277
-4603.55,100,728.885969
-5202.72,100,729.118034
-1795.27,44,729.217705
-3731.82,89,729.405969
-3898.92,100,729.643505
-5492.61,100,729.921923
-4478.87,79,730.169933
-4068.11,78,730.39158
-4492.49,100,730.681048
-878.88,38,730.824321
-5103.4,100,731.122984
-3984.78,98,731.404395
-738.59,32,731.50152
-2865.0,56,731.652936
-4553.37,94,731.891118
-4806.89,100,732.178548
-4405.76,100,732.554392
-4804.09,100,732.898877
-4612.29,100,733.178146
-4404.57,100,733.487986
-3998.44,100,733.845266
-559.43,15,733.880527
-3931.37,89,734.090556
-5700.02,100,734.332103
-4200.82,100,734.551197
-4893.39,100,734.759041
289.88,6,734.769561
-5503.64,100,735.011188
-4401.5,100,735.266524
-5203.06,100,735.496096
-4698.1,100,735.768475
-5099.29,100,736.049047
-475.05,19,736.094859
-1356.81,34,736.18515
-4499.09,100,736.43601
-2709.11,65,736.618725
-4097.93,100,736.890347
-155.84,15,736.941399
-3852.87,92,737.187281
-4904.12,100,737.501446
-4396.88,100,737.781847
-4395.14,100,738.054275
396.92,4,738.065662
-1831.1,49,738.207128
-150.6,14,738.248266
-2676.7,59,738.4198
391.91,4,738.430847
-5704.2,100,738.725804
-3901.31,100,739.01757
-5398.32,100,739.263369
-4888.48,100,739.509002
-5790.28,100,739.75656
-4599.43,100,740.016541
-2997.17,100,740.275823
-4992.74,100,740.511426
-5297.09,100,740.754871
-3900.52,100,741.006863
-4299.58,100,741.243484
-1342.37,32,741.319554
-5887.86,100,741.556813
-593.31,22,741.754517
-4505.03,100,741.966327
-4611.44,100,742.175579
-4903.46,100,742.383659
-4904.17,100,742.589761
-3700.92,100,742.8036
-5400.47,100,743.013474
-4598.04,100,743.253473
-1223.25,28,743.322051
-5007.36,100,743.629604
-1593.91,43,743.768266
-2369.22,57,743.95628
-255.64,14,743.9856
-3491.06,62,744.13816
-4405.26,100,744.416159
-2931.09,91,744.652061
-4899.22,100,744.912987
-5001.36,100,745.135986
-5097.36,100,745.358591
-4204.41,100,745.581249
-4696.4,100,745.806679
-3703.77,63,745.942495
-4493.34,100,746.15131
-4502.0,100,746.361548
-3793.99,100,746.596545
-5099.57,100,746.868902
-4895.85,100,747.153225
-260.69,15,747.203571
-4423.64,90,747.475852
-5594.43,100,747.744827
-919.81,27,747.828741
-4705.54,100,748.064909
-5290.7,100,748.332955
-1114.73,26,748.407515
-4898.73,100,748.734203
-1081.47,20,748.800932
-4992.38,100,749.093271
-698.74,24,749.159581
-4801.02,100,749.427156
-4194.93,100,749.676508
296.97,3,749.677012
-5593.48,100,749.924514
-4697.88,100,750.198117
-5395.77,100,750.493967
77.79,7,750.515053
-1154.23,34,750.603413
-350.43,13,750.63677
-6006.39,100,750.857527
-685.15,20,750.917518
-3797.04,100,751.193089
-279.15,19,751.243554
-2101.13,43,751.340219
-4422.66,87,751.55781
-5200.64,100,751.831827
-4104.45,100,752.099154
-400.54,26,752.169125
-5501.99,100,752.427368
382.8,6,752.441506
-3449.37,54,752.602892
-5602.29,100,753.010274
-4793.68,100,753.2273
275.72,8,753.251962
-4150.35,73,753.419213
-1667.29,36,753.501429
-4425.67,69,753.68879
