#{"t_start": 1701214375.3774838, "env_id": "None"}
r,l,t
-3999.65,100,365.539664
-5204.2,100,365.747698
-88.8,21,365.797872
-3539.16,72,365.945724
-1118.18,27,366.000425
-4801.45,100,366.212951
-3259.73,77,366.380051
285.85,6,366.389577
505.99,1,366.390577
-4930.57,88,366.569049
-4694.82,100,366.7635
-4907.03,100,367.010742
-6206.63,100,367.277018
-43.61,12,367.305847
-4692.43,100,367.517507
-4392.99,100,367.75685
-4076.24,100,368.019488
-3985.25,100,368.285793
-4464.79,77,368.513469
-4294.28,100,368.774482
-2538.4,52,369.050492
-925.47,29,369.119974
-5157.87,95,369.346023
-760.95,37,369.440164
-3196.21,100,369.716337
-2897.72,63,369.895131
-4892.19,100,370.149618
-5494.53,100,370.381785
-2497.25,63,370.538297
-5096.64,100,370.795994
-3175.56,80,370.975662
-7003.26,100,371.176035
-5506.33,100,371.378229
-4899.03,100,371.607703
-827.91,29,371.672107
-693.12,22,371.710512
-50.54,13,371.734021
-5496.54,100,371.942906
-5481.05,100,372.138901
-1441.69,32,372.207854
-4394.88,100,372.419498
-4400.57,100,372.632693
-4494.05,100,372.86482
-2031.39,52,372.980893
-4597.94,100,373.189002
-5384.85,100,373.39218
-4701.02,84,373.568991
-6205.85,100,373.769885
-5288.23,100,373.971843
181.9,6,373.986417
-5895.17,100,374.187565
-4992.98,100,374.394156
-5105.63,100,374.607275
-5096.82,100,374.807782
-5098.49,100,375.013147
-922.54,28,375.069076
-2292.72,42,375.154573
-4598.43,100,375.357252
-6104.09,100,375.551977
-4590.92,100,375.762303
-132.12,9,375.787881
-5099.43,100,375.994799
-2458.12,56,376.112751
-5604.63,100,376.320565
-6192.39,100,376.53188
-4507.2,100,376.764479
-4089.03,100,376.975895
-3476.29,80,377.145874
-5104.3,100,377.356136
-3223.19,68,377.496822
-1714.0,46,377.593199
-5598.32,100,377.808936
-6093.7,100,378.006964
-3691.65,100,378.219473
-5205.13,100,378.424231
-4899.52,100,378.635888
-5598.69,100,378.832255
-689.25,21,378.871991
-239.29,11,378.892292
-1399.82,44,378.990074
-5801.72,100,379.197756
-3741.06,72,379.343963
-5492.03,100,379.548072
-238.35,11,379.579611
-823.58,28,379.636898
-5504.92,100,379.838652
-245.42,12,379.864352
-2998.72,65,380.002593
-4496.66,100,380.209414
-5495.74,100,380.420426
-3250.54,93,380.619689
-5407.71,100,380.847709
-5904.92,100,381.054613
-5795.22,100,381.253192
-1253.11,34,381.32955
-5455.19,93,381.51907
503.97,2,381.52607
-3086.04,62,381.657965
-24.08,7,381.673856
-5802.08,100,381.87485
-1466.41,37,381.94698
-5300.17,100,382.159663
-3074.8,58,382.293859
-1155.38,35,382.361499
-1259.06,36,382.436372
-1321.56,28,382.491104
-835.55,31,382.560684
-5293.06,100,382.763809
-6194.8,100,382.988553
-4703.55,100,383.233097
-5102.06,100,383.446687
-5797.39,100,383.668233
-4597.37,100,383.926251
-5304.95,100,384.140135
-1558.98,35,384.215914
-5702.12,100,384.446846
-5326.31,89,384.640569
-4304.99,100,384.863523
-4406.93,100,385.147298
-453.34,13,385.18241
-4909.01,100,385.463972
-6302.7,100,385.727465
-5607.65,100,385.992465
-1189.71,44,386.101857
-1600.8,44,386.219221
-4497.33,100,386.456832
-5493.82,100,386.659592
-3305.83,65,386.800175
-2956.63,56,386.91626
-5400.87,100,387.119735
-5004.89,100,387.324238
-5003.81,100,387.52964
-6496.07,100,387.737461
-5399.83,100,387.947771
-6103.65,100,388.14786
-3159.11,55,388.246296
-4095.16,100,388.448226
-4998.75,100,388.658413
-5404.09,100,388.865364
-4900.08,100,389.068641
-4384.26,100,389.274967
-4401.91,100,389.485271
-5059.74,95,389.684896
-6202.11,100,389.888379
-3197.05,64,390.021937
-5502.43,100,390.23046
-4789.53,100,390.435078
-5791.89,100,390.641178
-5397.84,100,390.848569
-1118.85,27,390.914031
-2756.12,54,391.035359
-3994.59,100,391.247213
-1920.19,49,391.355144
-4640.82,89,391.528427
-37.36,10,391.54566
-2477.84,59,391.673372
-5295.75,100,391.886768
-2723.53,48,391.988024
-5501.34,100,392.189094
-1849.83,33,392.252319
-5001.99,100,392.462342
-6192.36,100,392.670339
-5705.27,100,392.881361
78.86,7,392.898889
-5695.6,100,393.120045
-4389.39,100,393.378988
-5596.0,85,393.545049
180.8,7,393.560293
-5353.95,94,393.764655
505.99,1,393.766655
-3115.56,69,393.90748
-3498.62,84,394.082909
-6301.29,100,394.278976
-4498.55,84,394.448486
-1016.9,27,394.506801
-898.98,22,394.549519
-5397.21,100,394.756471
-2843.08,53,394.874297
-5298.39,100,395.083571
-4302.33,100,395.28697
-2738.39,52,395.394873
-632.21,31,395.456862
-5256.03,95,395.653666
173.77,8,395.681073
-6506.85,100,395.878448
-176.52,19,395.916707
-4903.78,100,396.143243
-355.41,14,396.169256
-1029.57,29,396.233238
-1839.36,53,396.336831
-5299.97,100,396.539712
-4492.94,100,396.748908
500.97,2,396.750416
-4692.95,100,396.958179
-4902.1,100,397.163227
-2482.56,60,397.289651
-5394.8,100,397.508011
-4197.18,100,397.731208
-5885.84,100,397.937667
-4098.15,100,398.149909
-2105.82,44,398.241479
-2267.24,36,398.312351
-2291.58,42,398.400524
-28.19,8,398.413537
279.79,7,398.433686
495.94,3,398.435189
-5890.09,100,398.648434
-4891.69,100,398.86674
-5353.41,93,399.121204
-1371.2,38,399.212775
-5700.44,100,399.422526
-4595.91,100,399.644593
-43.53,12,399.677804
-3715.27,85,399.894141
-3464.27,58,400.019308
-5902.41,100,400.242014
-4896.28,100,400.475031
-162.87,16,400.507145
-5495.71,100,400.714253
-240.29,12,400.744108
-5085.22,100,400.968158
-4796.77,100,401.235835
-774.46,18,401.269864
-3794.13,100,401.505319
-4896.1,100,401.731988
-5299.72,100,401.974488
-4999.52,100,402.216894
176.84,7,402.231608
-3603.44,65,402.356284
-5111.15,100,402.558028
-4802.94,100,402.764668
-1312.51,26,402.825253
-5092.87,100,403.033865
-5249.68,93,403.236806
-5091.78,100,403.437918
-2017.26,47,403.539005
-2905.32,65,403.676516
-5395.18,100,403.890626
-4400.0,100,404.103044
-3047.18,53,404.209255
-3260.05,78,404.378572
-5399.56,100,404.582947
400.98,2,404.585225
-362.57,15,404.617363
-3393.57,64,404.751091
-5098.67,100,404.96312
508.99,1,404.963626
-5406.38,100,405.167024
-1877.32,38,405.244899
-5698.26,100,405.437919
-5702.62,100,405.65104
-357.65,15,405.682782
-4492.23,100,405.896434
-5604.98,100,406.104851
-5503.68,100,406.33246
-4999.42,100,406.546155
-3689.0,100,406.752992
-5550.09,93,406.944956
-4788.58,100,407.153315
-706.86,25,407.203402
-4900.91,100,407.410164
-4449.67,93,407.59213
-792.12,21,407.637723
-4245.13,92,407.828655
-5500.19,100,408.028592
-3890.97,100,408.243435
-5096.94,100,408.454949
-4896.96,100,408.659791
-377.15,20,408.705558
-5805.64,100,408.916357
-1482.34,40,408.9986
-5191.7,100,409.214145
-937.7,31,409.269091
-1121.72,27,409.326136
-4401.43,85,409.495131
-5795.2,100,409.690854
-4997.33,100,409.898673
-46.49,12,409.924648
-801.98,25,409.979357
-1340.07,33,410.041957
-4998.05,100,410.244554
-5699.19,100,410.450483
-6100.56,100,410.65311
-3500.8,63,410.784539
-5702.59,100,410.985464
-4695.88,100,411.190538
-4593.55,100,411.411028
-3113.1,68,411.549656
-5293.39,100,411.751014
-1223.84,28,411.813956
-3787.96,100,412.02022
-6098.73,100,412.259712
-4797.92,100,412.487568
-5893.65,100,412.708093
-5801.21,100,412.915653
-4599.53,100,413.132806
-4798.73,100,413.343907
-5298.28,100,413.548228
-5203.05,100,413.760051
-4701.55,100,414.004931
-1331.92,29,414.074227
-5202.29,100,414.325358
-471.0,18,414.359545
-4799.13,100,414.570562
-5664.13,96,414.765008
-2336.58,52,414.881092
-6894.01,100,415.136164
-4498.82,100,415.370342
278.78,7,415.389412
-4592.44,100,415.609553
-500.55,23,415.669426
-1261.53,35,415.773721
-950.63,34,415.870464
172.77,8,415.892168
-3892.98,100,416.114417
168.59,10,416.140637
-1904.41,45,416.23812
-4786.52,100,416.483696
-264.75,15,416.520939
-4997.17,100,416.736113
-4404.15,100,416.948947
-5794.67,100,417.196903
-4502.32,100,417.42406
-1585.83,41,417.512683
-5610.03,100,417.746428
-4205.76,100,417.984714
-275.1,18,418.025525
-5499.49,100,418.268972
-5689.83,100,418.490166
-915.8,27,418.548379
-3697.88,100,418.769446
-4404.0,100,418.981341
-5303.83,100,419.182852
-1587.55,43,419.281569
-858.08,36,419.361094
-5131.7,91,419.557939
-1845.78,53,419.669093
-3913.1,87,419.842201
-4897.88,100,420.052343
-5799.98,100,420.265316
-5446.88,93,420.458756
-4090.86,100,420.666257
-372.1,18,420.701585
-3789.68,100,420.908832
-3497.96,100,421.12246
-3993.73,100,421.331121
-3069.03,57,421.468212
-5602.93,100,421.671309
-2004.09,45,421.76017
-4903.69,100,421.965609
-40.47,11,421.987569
-3976.99,99,422.193503
-4502.02,100,422.401475
-5502.16,100,422.599166
-4495.78,82,422.766678
-6002.17,100,422.972259
-4489.87,100,423.179082
-162.86,16,423.21313
290.93,4,423.220641
-5298.07,100,423.426762
-2836.67,72,423.582041
-5108.47,100,423.791915
-56.82,15,423.82607
-587.32,21,423.866756
-4002.52,100,424.080853
-5093.36,100,424.285375
-3743.79,92,424.485032
-5703.45,100,424.694881
-496.99,23,424.746269
-3998.3,100,424.948637
-3505.1,100,425.161541
-4399.31,100,425.365897
-5502.66,100,425.570606
-2746.5,53,425.685931
-1342.83,32,425.751788
-4598.27,100,425.953798
-5695.43,100,426.155509
271.65,9,426.175495
-3991.88,100,426.394983
-5406.15,100,426.604052
-231.14,9,426.619999
-4105.29,100,426.828013
-5895.67,100,427.016854
-930.35,30,427.090105
-144.57,13,427.112916
-5086.2,81,427.269764
-1016.92,50,427.38007
-1127.38,29,427.436981
-4197.31,100,427.654588
-43.46,11,427.682152
-2680.71,61,427.8198
-2153.11,54,427.933974
-4894.62,100,428.142312
-3186.5,61,428.265325
-4092.73,100,428.477995
-5687.19,100,428.732613
-4897.2,100,428.989507
-5493.31,100,429.251136
-4695.99,100,429.501425
-5702.07,100,429.753173
383.83,6,429.762192
-5305.35,100,430.017844
293.95,4,430.025356
-3121.61,68,430.298502
-152.67,14,430.330097
-3919.61,67,430.455327
-4095.76,100,430.658993
-5398.97,100,430.864418
396.95,3,430.866418
-607.07,24,430.929573
-4599.31,100,431.186177
-5487.38,100,431.387191
-2401.93,65,431.526858
-5496.8,100,431.780296
-5599.39,100,432.014665
-4883.39,100,432.226519
-674.92,18,432.271336
-1604.41,45,432.3844
-970.57,59,432.543159
-4902.51,100,432.767287
-5277.17,99,432.972367
-3860.88,93,433.184126
-2549.0,54,433.311419
-938.79,31,433.372497
-1785.67,40,433.450352
-4897.05,100,433.671459
-2647.06,53,433.831021
-5484.09,100,434.076419
-4995.3,100,434.324409
-5488.61,81,434.490348
-5506.54,100,434.69082
-3198.9,100,434.904085
-4898.49,100,435.111413
-489.53,22,435.1591
-4698.57,100,435.364412
-249.48,13,435.390473
-3909.56,100,435.598865
-365.79,16,435.629414
-833.85,30,435.690145
-3600.78,100,435.906424
-46.56,12,435.931957
-2735.45,70,436.086732
-4760.52,94,436.275116
-5604.17,100,436.481112
-826.93,30,436.550544
181.9,6,436.564181
-5604.35,100,436.795731
279.8,7,436.81277
-4190.17,100,437.025751
-5305.09,100,437.226632
-6287.25,100,437.432055
-5199.47,100,437.645246
-5609.72,100,437.855804
-2303.17,45,437.947034
-4503.39,100,438.160165
-4964.77,95,438.360366
-168.61,19,438.401693
-5001.6,100,438.616579
-4795.82,100,438.819031
-3389.57,100,439.019602
-5297.37,100,439.226554
-4992.36,100,439.423656
-2961.29,77,439.579718
-5901.46,100,439.779179
-5399.26,100,439.988507
-4892.28,100,440.203396
-4106.2,100,440.413054
-4814.85,86,440.591029
-2101.35,44,440.681495
57.46,12,440.708303
-5603.46,100,440.918331
-4796.59,100,441.127262
-3997.83,100,441.32476
-2454.66,75,441.473703
-1680.37,39,441.555629
507.99,1,441.556629
-4896.95,100,441.765553
-5504.42,100,441.983114
-1552.29,34,442.057791
-5500.95,100,442.260775
-4797.18,100,442.458457
-4801.58,100,442.67101
-5104.02,100,442.88698
-5295.57,100,443.097498
-3688.79,100,443.305981
-4803.72,100,443.516196
-4311.83,100,443.725332
-4662.6,96,443.933352
-4500.37,100,444.142107
287.9,5,444.149618
53.48,13,444.181245
-1041.97,32,444.252827
-6393.71,100,444.453366
-5503.9,100,444.662277
-5408.65,100,444.863237
-3706.4,84,445.037422
-4086.95,100,445.288503
-5202.32,100,445.524548
-32.23,9,445.540883
-5103.97,100,445.740824
-4598.57,100,445.93684
-577.98,18,445.978165
-4404.93,100,446.177328
-2216.57,48,446.275414
-5106.15,100,446.476518
-4706.18,84,446.65335
-5293.99,100,446.877823
-4299.29,100,447.13475
-4787.68,100,447.360578
-786.04,21,447.408024
-575.91,18,447.448239
-4595.82,100,447.668764
-5006.33,100,447.927316
-4800.92,100,448.13776
-4402.88,100,448.364501
-5393.88,100,448.576433
-3696.67,100,448.786178
-3896.94,100,449.013324
-5200.3,100,449.269606
-4499.49,100,449.492117
-5103.88,100,449.721071
-3890.38,100,449.942941
-4696.04,100,450.17565
-460.48,15,450.203128
-4792.31,100,450.402182
-3805.43,100,450.605243
-3796.62,100,450.813709
-3531.35,88,451.003218
-5807.46,100,451.217926
-1101.64,25,451.273518
-5103.94,100,451.477301
-5009.96,100,451.690605
-4603.6,100,451.903973
-242.21,11,451.928178
-2338.14,52,452.050123
-993.98,21,452.096262
-4599.93,100,452.307557
-6097.14,100,452.513346
-1225.2,29,452.571682
-5704.78,100,452.828126
-4995.34,100,453.076769
-2190.46,41,453.151422
-2115.15,46,453.247345
-5000.11,100,453.468138
-4892.93,100,453.679678
-47.78,13,453.704682
-5193.9,100,453.914081
-148.45,13,453.936377
-2418.19,48,454.041831
-6000.81,100,454.26278
-5801.09,100,454.472443
-1852.59,53,454.581669
-3458.54,55,454.693819
-4908.7,100,454.928582
-4086.18,100,455.137138
-3298.21,64,455.271719
-5906.71,100,455.478318
-4599.66,100,455.682049
-4810.13,100,455.879655
-4703.5,100,456.077628
-4791.47,100,456.281895
-1041.9,32,456.342038
-4896.12,100,456.550833
-5192.26,100,456.755951
-4409.92,100,456.961221
-3098.7,100,457.202682
-5107.32,100,457.442498
-1100.01,23,457.48879
-5305.45,100,457.704664
-5648.18,93,457.918215
-4699.27,100,458.167694
-5000.18,100,458.446462
-5300.69,100,458.680668
-133.26,9,458.70222
-5336.2,90,458.929115
-5491.55,100,459.186285
-4890.27,100,459.429248
-4787.9,100,459.664697
-3398.63,62,459.802782
-5291.93,100,460.098464
-46.44,12,460.138173
-7002.31,100,460.395139
-576.73,18,460.432533
-5693.95,100,460.633052
-4194.76,100,460.828721
-4604.27,100,461.024446
-5308.53,100,461.230703
286.9,5,461.238212
277.75,7,461.252991
-674.8,18,461.283221
-3588.89,100,461.493531
-5969.6,96,461.682375
-4145.21,74,461.834746
-5404.25,100,462.032631
-153.6,13,462.05964
-4999.55,100,462.274951
-1130.31,30,462.339853
-6391.91,100,462.546084
-4902.57,100,462.767729
-471.64,17,462.799851
-2704.29,64,462.957458
-5294.44,100,463.205811
-4195.38,100,463.431066
-258.63,15,463.468856
-5302.22,100,463.6904
-5297.32,100,463.933126
-247.34,12,463.960662
-4801.05,100,464.193193
-5205.19,100,464.432424
-4497.17,100,464.655939
-1370.92,37,464.745761
-677.92,19,464.792921
-132.18,9,464.812662
-1136.69,31,464.88531
-5101.23,100,465.123821
-4595.14,100,465.384279
-4082.34,82,465.55911
-3116.6,67,465.703554
-2956.4,54,465.825757
-4300.57,82,466.021299
-2975.27,59,466.171861
-5601.34,100,466.439879
-5704.42,100,466.678544
-4789.44,100,466.901358
-138.31,10,466.919245
-5686.28,100,467.151522
-1866.26,37,467.240299
-38.39,11,467.266725
-5589.46,100,467.50282
80.93,6,467.520846
-4015.18,66,467.662339
-5699.78,100,467.882504
-4691.19,100,468.102941
-805.28,24,468.165069
-4906.61,100,468.376987
283.86,6,468.398569
-5297.65,100,468.613995
-5498.4,100,468.827977
-4904.65,100,469.038664
-5700.64,100,469.242843
-5391.83,100,469.446236
-672.69,17,469.480391
-4895.33,100,469.686816
-2191.7,42,469.763698
-2877.12,77,469.959073
-58.78,15,469.998814
-581.16,19,470.063517
-1641.93,32,470.147696
-4791.31,100,470.373532
-28.2,8,470.393473
-3791.39,100,470.641193
-3799.77,100,470.876167
-5003.34,100,471.104927
-4795.66,100,471.330209
-4791.35,100,471.5358
-1873.79,39,471.613199
505.99,1,471.614199
-5304.52,100,471.820787
-1209.15,25,471.874529
-5703.34,100,472.077008
-4719.09,87,472.265447
-413.35,27,472.339025
-4799.76,100,472.553504
-1334.34,30,472.621044
-261.82,16,472.659725
-3909.74,65,472.81426
-4000.81,100,473.047842
-2320.8,68,473.197974
-436.69,31,473.261529
-4954.37,95,473.457201
-1323.66,28,473.519677
-4696.04,100,473.72377
-2897.41,64,473.863204
-4710.01,100,474.088092
-5192.93,100,474.310337
-5190.24,100,474.529276
-4404.22,100,474.743158
-4098.0,100,474.960092
-134.24,10,474.986605
-3719.73,67,475.136414
-588.16,20,475.186358
-660.3,15,475.222803
-3991.35,99,475.443033
-1534.87,30,475.507667
-5800.49,100,475.710695
-3136.94,71,475.859337
-465.75,17,475.897604
-1651.08,33,475.967434
-4087.7,100,476.182272
296.97,3,476.183282
-5004.13,100,476.39691
-4177.97,100,476.623743
-4091.45,100,476.85644
-4897.14,100,477.089021
-4794.26,100,477.314206
-153.73,14,477.349472
-5185.04,100,477.574794
-5695.7,100,477.784663
-3995.44,100,477.989229
-693.0,22,478.0301
-2876.28,59,478.155221
-2877.56,59,478.276152
-1375.03,40,478.355273
-5593.18,100,478.565223
-4397.47,100,478.777072
-5298.07,100,479.052544
-4525.75,88,479.277721
-3698.1,100,479.508722
-5193.91,100,479.749468
-4990.39,100,480.02174
-2766.41,56,480.152445
-3518.98,67,480.308449
-5795.68,100,480.54955
-2480.36,60,480.678963
-1363.18,36,480.759632
79.84,7,480.76985
-5084.53,100,480.993336
-1856.52,35,481.06996
-5295.18,100,481.346658
-5900.6,100,481.558328
293.95,4,481.565469
505.99,1,481.567468
-4303.08,100,481.786691
-2697.13,85,481.997331
-4599.64,100,482.238467
-4901.88,100,482.470879
-4301.31,100,482.688477
-4298.2,100,483.101791
-483.32,20,483.146363
-690.06,21,483.190021
-5604.34,100,483.395944
-4799.87,100,483.635659
-5798.63,100,483.858516
-4808.29,100,484.074492
-5602.56,100,484.27228
-5505.78,100,484.465068
-5400.11,100,484.668668
-1900.47,44,484.759927
-6402.07,100,484.976128
-5511.87,100,485.173051
-1881.47,42,485.256595
-5406.31,100,485.471107
-5998.25,100,485.674326
-1024.26,28,485.733848
-1031.37,29,485.795154
-1682.55,41,485.876631
-4804.93,100,486.079684
-5304.45,100,486.295407
-638.49,32,486.364769
-4998.97,100,486.567815
-2519.01,68,486.713347
-725.73,29,486.782075
-1110.69,27,486.847805
-3612.23,86,487.044177
-5098.01,100,487.288191
-5008.52,100,487.505148
-834.81,31,487.602038
-5800.6,100,487.843254
-5609.6,100,488.10245
-5002.16,100,488.395323
-4594.54,100,488.647046
-4308.15,100,488.918835
-4908.09,100,489.230566
-4696.81,100,489.653527
-4603.47,100,489.998641
-4802.06,100,490.297179
-4503.46,100,490.64758
-5899.15,100,491.018616
281.85,6,491.051445
-4799.76,100,491.372871
-4405.13,100,491.696221
-5409.95,100,492.026937
-4400.46,100,492.328053
-4602.1,100,492.586021
-4592.64,100,492.860961
-4599.6,100,493.160541
-4801.35,100,493.485785
-5302.12,100,493.784101
-4798.49,100,494.053581
-2347.04,53,494.211844
-5102.43,100,494.490319
-4398.14,100,494.824976
-1997.42,43,494.954391
-4702.51,100,495.298365
-4293.88,100,495.602115
-4394.25,100,495.931865
506.99,1,495.935132
-4990.26,100,496.323806
-4804.6,100,496.553237
-5792.79,100,496.795372
-147.4,12,496.822163
-5556.92,94,497.020574
-5407.89,100,497.246053
402.98,2,497.254931
-4423.03,67,497.407747
-4795.29,100,497.650333
-6607.31,100,497.882255
-1991.5,42,497.96876
-4789.75,100,498.211648
-527.05,29,498.272975
-388.55,21,498.329293
-4604.89,100,498.577441
-4899.08,100,498.801764
-2392.85,42,498.889256
-5194.25,100,499.089938
-4242.49,71,499.231089
-5606.18,100,499.439081
290.95,4,499.448743
-374.01,18,499.484263
-282.14,19,499.527777
-368.77,17,499.562527
-5507.65,100,499.777591
-4795.05,100,499.989613
-1990.01,62,500.130167
-4599.65,100,500.389881
-2512.75,46,500.492644
-5798.31,100,500.758574
398.96,3,500.769102
-5304.89,100,501.026399
-5195.05,100,501.260949
-4695.56,100,501.511744
-2236.4,51,501.631783
-2645.7,53,501.774487
-343.18,11,501.804848
378.78,7,501.822322
-691.17,22,501.878298
-3798.28,100,502.164221
-5205.27,100,502.45436
-4695.86,100,502.722495
-1757.1,36,502.828902
-4226.94,87,503.03724
-4588.72,100,503.269806
-4700.36,100,503.529518
-4702.22,100,503.799522
-5600.42,100,504.054272
-2775.54,58,504.187439
-5104.03,100,504.411256
-589.2,21,504.456866
-4094.42,100,504.684771
-4592.88,100,504.984721
-5511.49,100,505.291149
-4796.88,100,505.545519
-5895.71,100,505.778255
-4892.21,100,506.019548
292.93,4,506.031003
-5192.98,100,506.252165
76.86,7,506.265321
-4900.99,100,506.489137
-5894.55,100,506.72499
-4095.68,100,506.94119
-2612.62,46,507.041191
-4938.48,90,507.223562
-4397.58,100,507.48339
-480.12,19,507.532147
-4803.23,100,507.758957
-4392.72,100,507.972765
-5500.81,100,508.202756
180.85,7,508.226994
-4584.97,100,508.481618
-3899.66,100,508.754292
-1554.85,35,508.865639
-2935.73,71,509.061343
73.81,8,509.084968
-3890.01,100,509.393079
-4497.5,100,509.739706
-351.23,13,509.814549
69.53,11,509.835898
-4705.26,84,510.049555
-5496.75,100,510.313858
-1683.69,41,510.421678
-4897.73,100,510.656198
-386.6,21,510.70248
-4805.85,100,511.01974
-274.0,18,511.068498
-5306.14,100,511.325784
-5697.37,100,511.599439
503.97,2,511.612745
-1578.66,40,511.733508
-137.38,12,511.774115
-5500.01,100,512.110338
-4408.0,100,512.375278
-181.57,20,512.431767
-5296.89,100,512.703465
-5100.87,100,512.993277
-2874.86,59,513.167519
-5195.47,100,513.409552
-1348.87,34,513.490273
-4400.0,100,513.777108
-4331.68,89,514.029777
-4294.77,100,514.274615
-2235.92,50,514.423949
-4801.88,100,514.699912
-2815.6,47,514.814466
-1532.34,31,514.882781
-4403.42,100,515.103476
-1102.14,24,515.152853
-364.61,16,515.192316
-4695.53,100,515.454711
-5596.18,100,515.679284
-6089.67,100,515.896127
-5006.01,100,516.113639
-2290.67,41,516.207235
-4998.81,100,516.416492
-5311.32,100,516.637593
-608.22,26,516.69372
-1612.83,45,516.785043
-4992.84,100,517.01028
-5393.8,100,517.23171
-472.8,18,517.279317
-5596.93,100,517.499976
-3023.2,68,517.655243
-2189.57,42,517.749085
294.94,4,517.758122
-4196.19,100,517.99593
-5803.4,100,518.209665
65.71,10,518.236061
-4895.31,100,518.449021
-2103.59,46,518.553267
-5497.59,100,518.785969
495.94,3,518.794467
-3899.77,100,519.023713
-5296.59,100,519.241955
-3054.54,55,519.361721
-5106.37,100,519.580207
-4802.17,100,519.828626
-6003.07,100,520.068819
-4607.14,100,520.287462
502.97,2,520.288463
-5396.06,100,520.507964
-3124.86,68,520.66522
-1530.53,51,520.788639
-891.15,22,520.837728
-5204.42,86,521.023802
-1480.37,40,521.117105
-5898.35,100,521.330383
-5402.4,100,521.538531
-664.73,17,521.572107
-6405.1,100,521.775784
-2861.18,56,521.896351
-4498.03,100,522.128181
-3085.94,61,522.263941
-4397.49,100,522.493647
-4505.58,100,522.712638
-365.89,16,522.744264
-1125.42,29,522.801272
-4698.81,100,523.020228
-1720.34,49,523.123258
-1622.05,27,523.173584
-4797.76,100,523.413105
-2754.21,55,523.522588
-4401.44,100,523.737944
-5898.75,100,523.950293
-2163.63,57,524.098365
-4299.02,100,524.335937
-4202.36,85,524.526459
-5500.33,100,524.749304
-4396.66,100,524.993683
-1247.55,32,525.066204
-5297.08,100,525.292764
-36.39,10,525.321767
-5392.72,100,525.562461
-4605.53,100,525.790226
281.83,6,525.804749
-3999.12,100,526.034005
-1648.01,33,526.110668
78.81,8,526.125192
-4298.77,100,526.341806
-3404.08,100,526.574841
-4406.51,100,526.797128
-4096.34,100,527.062278
-2093.97,61,527.237598
-4895.58,100,527.453395
-5395.27,100,527.677799
-5498.73,100,527.944611
-4402.56,100,528.16232
290.94,4,528.170346
80.93,6,528.178859
-958.3,36,528.265933
-4995.93,100,528.526979
-4795.64,100,528.75564
-4987.07,99,528.978218
-4898.0,100,529.237297
-5290.72,100,529.479353
-1287.86,41,529.581028
-5496.24,100,529.799599
-4603.11,100,530.048382
-4994.03,100,530.326069
-3143.15,72,530.477529
-1344.76,32,530.546421
-4503.99,100,530.762299
163.55,10,530.78902
-4897.64,100,531.063268
-4500.63,100,531.354993
-5490.58,100,531.730144
-4095.88,100,531.933412
-4807.82,100,532.13921
300.97,3,532.14021
185.9,6,532.15925
-2025.67,51,532.259555
-4799.94,100,532.458705
-5493.72,100,532.657504
-5604.2,100,532.8701
-5101.19,100,533.071515
-5397.06,100,533.269672
-5597.65,100,533.478901
-3703.53,100,533.67537
-5202.58,100,533.874452
-3599.77,100,534.09433
-5000.75,100,534.310948
500.97,2,534.312464
-4692.06,100,534.520427
-4573.33,99,534.725502
295.97,3,534.735566
-4297.67,100,534.940255
-5301.16,100,535.16431
-4401.9,100,535.363056
-4993.74,100,535.567116
-4991.4,100,535.777841
-4896.9,100,535.99604
-5198.81,100,536.214079
-5406.58,100,536.427038
-4360.02,95,536.628903
-4497.62,100,536.853497
-2060.87,57,536.993205
-244.29,11,537.015019
-4095.72,100,537.248714
-54.58,14,537.285363
-5203.69,100,537.49587
-1424.68,28,537.549937
-2260.22,56,537.664086
-41.36,11,537.684889
-3895.83,100,537.90566
-4705.87,100,538.126359
-3343.05,51,538.236484
-4904.42,100,538.45158
-586.84,20,538.498751
-4405.66,100,538.721446
-4499.11,100,538.930761
-5902.19,100,539.124918
-5205.91,100,539.31864
-5096.43,100,539.528912
-5128.08,89,539.716003
-5809.15,100,539.927801
402.98,2,539.928801
-4703.93,100,540.154182
-3506.1,100,540.372941
-1557.39,36,540.453097
-5403.55,100,540.676802
-2238.51,53,540.793875
-5593.19,100,541.010395
-3893.51,100,541.235057
-4795.72,100,541.450888
-4904.13,100,541.654041
-5601.17,100,541.863451
-4811.36,100,542.080711
-2890.52,61,542.224245
-2952.23,74,542.379159
-814.56,27,542.436099
-1147.47,54,542.548957
-3800.41,100,542.764364
-5211.23,100,543.00589
-4493.86,100,543.260906
-3699.16,65,543.405183
-5195.78,100,543.632684
-931.95,30,543.711683
-4797.79,100,543.960451
-1348.06,53,544.076117
-1269.5,38,544.165055
-3992.72,100,544.403827
70.69,9,544.418848
176.63,9,544.440966
-4505.75,100,544.683805
-1848.16,34,544.764438
-3489.24,81,544.944723
-377.92,18,544.997388
284.88,6,545.007907
-1979.48,60,545.171743
-256.49,14,545.216787
-3902.45,100,545.455332
-4591.66,100,545.711526
-154.61,14,545.748544
-5200.38,100,546.019267
401.98,2,546.0284
-5296.64,100,546.314383
-5788.33,100,546.563995
62.63,10,546.581823
-998.19,23,546.63481
-5247.52,92,546.902058
-2397.68,42,547.03546
-5405.27,100,547.244951
-590.98,21,547.297925
-2385.06,61,547.42874
-1379.83,39,547.515053
-4113.91,86,547.703588
-4700.33,100,547.901703
